4.56147 0.223525 1.0196 4.56147 1.24225 5.6665 5.6665
4.57669 0.222616 1.01885 4.57669 1.2819 5.86685 5.86685
4.59167 0.221729 1.01811 4.59167 1.3221 6.07067 6.07067
4.60642 0.220863 1.01739 4.60642 1.36283 6.27778 6.27778
4.62091 0.220017 1.01668 4.62091 1.40404 6.48797 6.48797
4.63517 0.219192 1.01599 4.63517 1.44569 6.70103 6.70103
4.64918 0.218388 1.01532 4.64918 1.48773 6.91673 6.91673
4.66294 0.217603 1.01467 4.66294 1.53012 7.13485 7.13485
4.67645 0.216838 1.01403 4.67645 1.5728 7.35513 7.35513
4.68971 0.216092 1.01341 4.68971 1.61574 7.57733 7.57733
4.70271 0.215366 1.01281 4.70271 1.65887 7.8012 7.8012
4.71546 0.214659 1.01222 4.71546 1.70216 8.02645 8.02645
4.72795 0.213971 1.01164 4.72795 1.74554 8.25281 8.25281
4.74017 0.213301 1.01108 4.74017 1.78896 8.48 8.48
4.75214 0.21265 1.01054 4.75214 1.83238 8.70772 8.70772
4.76384 0.212017 1.01001 4.76384 1.87573 8.93569 8.93569
4.77528 0.211402 1.0095 4.77528 1.91897 9.16359 9.16359
4.78645 0.210804 1.009 4.78645 1.96202 9.39113 9.39113
4.79735 0.210225 1.00852 4.79735 2.00485 9.61798 9.61798
4.80798 0.209662 1.00805 4.80798 2.0474 9.84384 9.84384
4.81834 0.209117 1.0076 4.81834 2.0896 10.0684 10.0684
4.82842 0.20859 1.00716 4.82842 2.1314 10.2913 10.2913
4.83823 0.208079 1.00673 4.83823 2.17274 10.5122 10.5122
4.84776 0.207585 1.00632 4.84776 2.21358 10.7309 10.7309
4.85701 0.207107 1.00592 4.85701 2.25384 10.9469 10.9469
4.86599 0.206646 1.00554 4.86599 2.29348 11.16 11.16
4.87468 0.206202 1.00517 4.87468 2.33244 11.3699 11.3699
4.88309 0.205774 1.00481 4.88309 2.37067 11.5762 11.5762
4.89121 0.205362 1.00447 4.89121 2.40811 11.7786 11.7786
4.89906 0.204966 1.00414 4.89906 2.44471 11.9768 11.9768
4.90661 0.204585 1.00382 4.90661 2.48042 12.1704 12.1704
4.91388 0.204221 1.00352 4.91388 2.51518 12.3593 12.3593
4.92086 0.203872 1.00323 4.92086 2.54894 12.543 12.543
4.92755 0.203539 1.00295 4.92755 2.58167 12.7213 12.7213
4.93395 0.203221 1.00268 4.93395 2.6133 12.8939 12.8939
4.94006 0.202919 1.00243 4.94006 2.64379 13.0605 13.0605
4.94588 0.202632 1.00219 4.94588 2.6731 13.2208 13.2208
4.9514 0.20236 1.00197 4.9514 2.70118 13.3746 13.3746
4.95663 0.202103 1.00175 4.95663 2.72799 13.5216 13.5216
4.96157 0.201862 1.00155 4.96157 2.75349 13.6617 13.6617
4.96621 0.201635 1.00136 4.96621 2.77765 13.7944 13.7944
4.97056 0.201423 1.00119 4.97056 2.80043 13.9197 13.9197
4.9746 0.201227 1.00102 4.9746 2.82179 14.0373 14.0373
4.97835 0.201044 1.00087 4.97835 2.8417 14.147 14.147
4.98181 0.200877 1.00073 4.98181 2.86013 14.2486 14.2486
4.98496 0.200725 1.0006 4.98496 2.87705 14.342 14.342
4.98781 0.200587 1.00049 4.98781 2.89244 14.4269 14.4269
4.99037 0.200463 1.00039 4.99037 2.90627 14.5034 14.5034
4.99263 0.200355 1.0003 4.99263 2.91853 14.5711 14.5711
4.99458 0.20026 1.00022 4.99458 2.92919 14.6301 14.6301
4.99624 0.200181 1.00015 4.99624 2.93824 14.6801 14.6801
4.99759 0.200116 1.0001 4.99759 2.94566 14.7212 14.7212
4.99864 0.200065 1.00005 4.99864 2.95144 14.7532 14.7532
4.9994 0.200029 1.00002 4.9994 2.95558 14.7761 14.7761
4.99985 0.200007 1.00001 4.99985 2.95807 14.7899 14.7899
